x,y
126.9159,37.49545
126.9127,37.49158
126.921,37.49317
126.9247,37.49426
126.9078,37.48861
126.9164,37.49495
126.9063,37.48769
126.9266,37.49585
126.9149,37.49131
126.9078,37.48865
126.9107,37.48702
126.9141,37.49438
126.9212,37.49764
126.9136,37.49124
126.9147,37.49564
126.9247,37.49345
126.9159,37.49635
126.9119,37.49153
126.9237,37.49088
126.9296,37.49664
126.9225,37.49074
126.9137,37.49048
126.9216,37.49359
126.9073,37.48966
126.9198,37.49568
126.9157,37.49025
126.9392,37.64912
126.949,37.64104
126.9219,37.6364
126.9351,37.63241
126.9454,37.63939
126.9494,37.63533
126.9166,37.6345
126.9407,37.6565
126.946,37.64561
126.9382,37.64373
126.9482,37.62719
126.9103,37.63502
126.9455,37.62604
126.9561,37.64287
126.9234,37.64411
126.9575,37.64655
126.9523,37.64712
126.9481,37.63121
126.9117,37.63178
126.9559,37.65046
126.9306,37.64043
126.9307,37.64527
126.9266,37.63084
126.9374,37.64292
126.9419,37.63477
126.9517,37.64897
126.917,37.62967
126.9351,37.64135
126.9392,37.62923
126.9531,37.65208
126.958,37.63863
126.9278,37.63552
126.9267,37.6337
126.9334,37.64189
126.9549,37.63985
126.9104,37.63289
126.9173,37.63569
126.946,37.62797
126.9444,37.63552
126.9323,37.62672
126.8831,37.47874
126.889,37.47314
126.8958,37.47623
126.8879,37.4737
126.8814,37.47475
126.8885,37.4734
126.8751,37.48494
126.8878,37.47802
126.8779,37.47742
126.8774,37.47794
126.8895,37.46607
126.8876,37.47513
126.8852,37.47468
126.8859,37.46572
126.8866,37.4656
126.8794,37.48433
126.8826,37.47322
126.8796,37.48406
126.8761,37.47786
126.8736,37.48341
126.8948,37.47592
126.8851,37.47406
126.8841,37.48085
126.8778,37.47742
126.8861,37.47293
126.8842,37.48051
126.8805,37.47239
126.894,37.47392
126.8789,37.48189
126.887,37.48049
126.8864,37.47933
126.8861,37.4814
126.8808,37.48251
126.8811,37.48079
126.8949,37.47753
126.8847,37.46757
126.8822,37.4848
126.8858,37.47037
126.8859,37.47117
126.8863,37.47391
126.8866,37.46763
126.8846,37.48038
126.8846,37.48285
126.8829,37.47673
126.888,37.47243
126.8785,37.47356
126.884,37.47989
126.8825,37.47066
126.8859,37.48254
126.8771,37.48238
126.8836,37.47484
126.8836,37.47528
126.888,37.46608
126.8898,37.47853
126.892,37.47752
126.8878,37.46778
126.8811,37.47107
126.8828,37.47078
126.8916,37.47312
126.8809,37.4842
126.8783,37.47452
126.8824,37.48007
126.8768,37.48391
126.8802,37.47317
126.8911,37.47269
126.8895,37.47282
126.8777,37.47569
126.8801,37.48288
126.8917,37.47844
126.888,37.47689
126.8841,37.47282
126.8889,37.47511
126.8893,37.47714
126.893,37.47785
126.8937,37.47353
126.8738,37.48343
126.8769,37.48437
126.8762,37.47779
126.878,37.47765
126.8834,37.48354
126.8804,37.48329
126.8925,37.47734
126.8769,37.47622
126.8905,37.47755
126.8838,37.47185
126.884,37.47329
126.8858,37.47848
126.8836,37.46729
126.8849,37.48168
126.8898,37.47712
126.888,37.47844
126.884,37.47413
126.879,37.47528
126.8879,37.47675
126.8814,37.48463
126.8782,37.48627
126.8855,37.47463
126.8804,37.47167
126.8815,37.48303
126.8885,37.48402
126.8892,37.48163
126.8912,37.4807
126.8938,37.48007
126.8819,37.48538
126.881,37.48649
126.8892,37.48318
126.8876,37.48468
126.8903,37.47967
126.8891,37.48163
126.8894,37.48186
126.8832,37.48514
126.889,37.48325
126.8857,37.48455
126.8925,37.4794
126.8854,37.4849
126.8906,37.48183
126.8842,37.48521
126.8877,37.48259
126.8857,37.48454
126.8857,37.48471
126.893,37.47926
126.8918,37.47945
126.8878,37.48197
126.8885,37.48019
126.8916,37.47941
126.8914,37.48178
126.8905,37.48137
126.8884,37.48115
126.892,37.48045
126.8835,37.48613
126.8887,37.48124
126.8836,37.4846
126.8953,37.47883
126.8862,37.4837
126.8932,37.47944
126.8874,37.48224
126.883,37.48575
126.8867,37.48358
126.8843,37.4849
126.8922,37.47983
126.8906,37.48338
126.8921,37.47969
126.8957,37.47876
126.8907,37.48222
126.89,37.48283
126.8588,37.50524
126.8635,37.49972
126.8612,37.50202
126.8676,37.49672
126.8697,37.50391
126.8581,37.49832
126.8602,37.50343
126.8545,37.50726
126.8656,37.50261
126.8471,37.50545
126.8658,37.49871
126.8614,37.50589
126.8621,37.50462
126.8681,37.49909
126.8573,37.50357
126.8583,37.4987
126.8572,37.5053
126.8637,37.49754
126.8537,37.50978
126.8504,37.50457
126.8529,37.50887
126.8528,37.50364
126.8579,37.50329
126.8623,37.49671
126.8674,37.50242
126.8702,37.50456
126.8497,37.50387
126.8625,37.50099
126.8625,37.5036
126.8482,37.50357
126.8511,37.5064
126.8573,37.50218
126.8601,37.50098
126.8578,37.50066
126.8522,37.50315
126.8474,37.50718
126.8653,37.49557
126.8664,37.49756
126.8472,37.507
126.8581,37.50166
126.8497,37.50734
126.8583,37.50896
126.8527,37.51016
126.8688,37.50412
126.8572,37.50071
126.857,37.50176
126.8662,37.49921
126.8591,37.50839
126.8539,37.51019
126.8532,37.50144
126.8637,37.50797
126.8534,37.50205
126.8492,37.50572
126.8645,37.5012
126.8617,37.50323
126.8549,37.50904
126.8681,37.49905
126.8564,37.50152
126.8596,37.50518
126.862,37.49995
126.8485,37.50728
126.8606,37.50315
126.8611,37.50098
126.8667,37.49777
126.8644,37.49455
126.8535,37.50448
126.8559,37.50024
126.8541,37.50904
126.8631,37.50181
126.8509,37.50283
126.8633,37.50293
126.8646,37.49575
126.8654,37.49978
126.8533,37.50121
126.8624,37.50181
126.8687,37.50201
126.8526,37.5059
126.8676,37.50217
126.8602,37.50044
126.8509,37.50558
126.8676,37.49967
126.869,37.50042
126.8671,37.49717
126.8596,37.5009
126.8571,37.50536
126.8575,37.50809
126.8508,37.50808
126.8545,37.50933
126.8488,37.50486
126.8848,37.51244
126.8793,37.51045
126.8886,37.50911
126.8814,37.50614
126.8893,37.51035
126.8817,37.50842
126.8849,37.50941
126.8878,37.50811
126.879,37.51132
126.8881,37.51136
126.8831,37.50967
126.8812,37.50545
126.8892,37.50764
126.8832,37.51313
126.8788,37.50637
126.8815,37.51066
126.8783,37.51048
126.8855,37.51014
126.8794,37.50936
126.8842,37.51253
126.8907,37.5088
126.884,37.51094
126.8808,37.5143
126.8837,37.50948
126.8821,37.51558
126.8827,37.50367
126.8821,37.50999
126.8771,37.5092
126.8876,37.50834
126.8813,37.50418
126.8802,37.51038
126.8859,37.50713
126.8834,37.5091
126.8759,37.50944
126.8808,37.50972
126.8823,37.50771
126.8895,37.51129
126.8818,37.51056
126.8832,37.51086
126.8454,37.49318
126.8391,37.49412
126.84,37.49646
126.8353,37.48943
126.8361,37.49285
126.8388,37.49647
126.8427,37.48855
126.8368,37.48381
126.8475,37.49628
126.8364,37.49929
126.8471,37.4931
126.8457,37.49628
126.8422,37.49457
126.8427,37.48867
126.8294,37.48709
126.8387,37.48973
126.8453,37.49698
126.8285,37.48686
126.8355,37.48624
126.8461,37.49552
126.848,37.49167
126.8446,37.4989
126.8378,37.49039
126.841,37.4897
126.8264,37.48847
126.8471,37.48853
126.8371,37.48978
126.8355,37.49077
126.8399,37.49237
126.8435,37.48962
126.8459,37.4974
126.8419,37.4974
126.8291,37.48609
126.8282,37.48966
126.8458,37.49547
126.8412,37.49681
126.8262,37.49008
126.8374,37.48505
126.8316,37.49034
126.8423,37.49518
126.8387,37.48755
126.8294,37.48787
126.8489,37.49058
126.8342,37.49008
126.8364,37.49161
126.8368,37.48371
126.8419,37.48779
126.847,37.49306
126.8378,37.48753
126.8302,37.49241
126.8347,37.49307
126.8453,37.48946
126.8444,37.4908
126.8272,37.48861
126.8471,37.49663
126.8343,37.48758
126.8323,37.4898
126.8375,37.49628
126.8399,37.49403
126.831,37.48475
126.8332,37.4881
126.8406,37.49179
127.0832,37.61535
127.0842,37.61526
127.0768,37.6142
127.0816,37.61726
127.0719,37.6115
127.0787,37.61543
127.0765,37.60714
127.0714,37.61003
127.077,37.61441
127.0833,37.61293
127.0741,37.60717
127.081,37.60782
127.0807,37.61537
127.0808,37.61779
127.0892,37.6193
127.0772,37.60816
127.0785,37.60746
127.0878,37.6197
127.0832,37.61025
127.0775,37.6118
127.0855,37.61927
127.0844,37.60925
127.0815,37.61878
127.0821,37.60938
127.0854,37.61371
127.0843,37.61516
127.0726,37.61512
127.0852,37.61608
127.0797,37.6086
127.0724,37.61486
127.0798,37.60716
127.0724,37.61354
127.0729,37.60929
127.0837,37.61962
127.0799,37.611
127.0733,37.61662
127.0717,37.61557
127.0862,37.61652
127.0784,37.61284
127.0784,37.61744
127.072,37.61344
127.0827,37.60837
127.0876,37.61664
127.0876,37.61927
127.0779,37.61317
127.0855,37.61337
127.0748,37.60574
127.0805,37.61733
127.0799,37.61232
127.0751,37.61253
127.084,37.61021
127.0812,37.61754
126.963,37.5846
126.9669,37.58205
126.9646,37.5829
126.9644,37.58286
126.9697,37.58296
126.9698,37.58164
126.9679,37.58066
126.9683,37.57399
126.966,37.57556
126.965,37.57483
126.965,37.57466
126.9916,37.56051
126.9933,37.56215
126.9018,37.58128
126.8838,37.58995
126.898,37.5792
126.8944,37.58509
126.8985,37.58859
126.8947,37.58208
126.9008,37.57719
126.8976,37.5817
126.8863,37.59268
126.8945,37.58764
126.8887,37.58651
126.8914,37.58835
126.8916,37.58784
126.8982,37.58663
126.8962,37.58666
126.9009,37.58845
126.8962,37.58751
126.8977,37.58567
126.8926,37.58569
126.8964,37.58345
126.8992,37.58784
126.899,37.58607
126.902,37.58691
126.8912,37.58832
126.898,37.58873
126.9721,37.58826
126.9686,37.59235
126.9727,37.59329
126.9722,37.59126
126.9649,37.58847
126.9714,37.59272
126.9745,37.58848
126.967,37.58762
126.968,37.58908
126.9319,37.60475
126.9416,37.6081
126.9215,37.60219
126.9428,37.60933
126.933,37.60293
126.9438,37.6095
126.9372,37.606
126.9467,37.60892
126.9332,37.60935
126.9444,37.60676
126.9388,37.60471
126.934,37.6065
126.9357,37.60768
126.9347,37.60373
126.9394,37.59846
126.9329,37.60839
126.9326,37.60423
126.9341,37.60904
126.9262,37.6049
126.9281,37.60381
126.9223,37.60297
126.935,37.60801
126.9295,37.60238
126.9343,37.60391
126.9382,37.6036
126.9267,37.60759
126.9393,37.60352
126.9282,37.60599
126.9287,37.60572
126.9426,37.60877
126.9437,37.60911
126.9419,37.60854
126.9473,37.60945
126.9405,37.61062
126.9304,37.60391
126.9311,37.60739
126.9401,37.59827
126.9367,37.60276
126.9266,37.6048
126.9312,37.60348
126.934,37.62316
126.9239,37.61694
126.9348,37.6185
126.9268,37.61837
126.9345,37.62385
126.9409,37.62396
126.9492,37.61072
126.9295,37.62366
126.946,37.62355
126.9346,37.62639
126.9469,37.61922
126.936,37.62267
126.9278,37.61996
126.9457,37.62064
126.9432,37.62457
126.9265,37.61755
126.9477,37.62367
126.9433,37.62248
126.9413,37.61121
126.9249,37.62372
126.9291,37.61436
126.9305,37.61711
126.9324,37.60939
126.9467,37.61934
126.9246,37.61923
126.925,37.61843
126.9319,37.61128
126.9289,37.61421
126.9388,37.61271
126.9233,37.62357
126.9277,37.61345
126.9232,37.62128
126.9231,37.62829
126.9234,37.62409
126.9418,37.61061
126.9311,37.62746
126.9306,37.61784
126.9473,37.61723
126.9267,37.61589
126.9249,37.6165
126.9451,37.61838
126.9413,37.61538
126.9212,37.62346
126.9322,37.60935
126.9278,37.61454
126.943,37.62192
126.9477,37.62126
126.9335,37.61954
126.9299,37.61369
126.9335,37.61838
126.9271,37.62743
126.925,37.62792
126.9273,37.61539
126.9272,37.62335
126.93,37.62552
126.9326,37.61125
126.9507,37.61375
126.9322,37.62279
126.9352,37.61397
126.9268,37.62276
126.9442,37.62118
126.9259,37.62426
126.935,37.62569
126.9262,37.62639
126.9282,37.62544
126.925,37.6203
126.95,37.61352
126.9368,37.61371
126.9286,37.62504
126.9431,37.61048
126.9488,37.62297
126.9454,37.62176
126.9412,37.62009
126.9242,37.62809
126.928,37.6186
126.9492,37.61799
126.9467,37.6141
126.9466,37.62177
126.9296,37.62635
126.936,37.61951
126.9327,37.61061
126.9204,37.62099
126.9306,37.61832
126.9501,37.6144
126.9342,37.61839
126.9395,37.62585
126.9331,37.62177
126.9487,37.61989
126.9208,37.62814
126.9402,37.61293
126.9139,37.6292
126.9165,37.61449
126.9111,37.6165
126.919,37.62423
126.9135,37.61616
126.911,37.62362
126.9094,37.61584
126.9114,37.62377
126.9138,37.62474
126.9141,37.62342
126.9138,37.61902
126.906,37.61938
126.9142,37.6155
126.9115,37.62069
126.9107,37.61512
126.9073,37.61945
126.9143,37.62267
126.9126,37.62206
126.9149,37.61709
126.9132,37.6216
126.916,37.61686
126.9179,37.61857
126.915,37.62753
126.9131,37.62805
126.9198,37.62641
126.9076,37.62175
126.9122,37.62069
126.9189,37.62567
126.9146,37.61277
126.9086,37.62051
126.9096,37.62578
126.9101,37.62311
126.9125,37.61532
126.9085,37.62035
126.9152,37.63014
126.9127,37.62338
126.9124,37.62232
126.9193,37.6182
126.9099,37.62558
126.9184,37.62469
126.908,37.61664
126.9094,37.61936
126.9185,37.61677
126.9167,37.62133
126.9077,37.61915
126.9169,37.62621
126.908,37.62147
126.9149,37.62225
126.9141,37.61539
126.9167,37.61261
126.9139,37.62683
126.9098,37.62478
126.9185,37.62755
126.9151,37.62306
126.916,37.62936
126.9136,37.61965
126.9181,37.62436
126.9123,37.62474
126.9151,37.62707
126.9134,37.62536
126.9154,37.61549
126.9152,37.62007
126.9182,37.61801
126.9174,37.6224
126.9176,37.61911
126.9159,37.61895
126.9084,37.62188
126.9139,37.61775
126.9194,37.62697
126.9202,37.62581
126.9094,37.6262
126.9187,37.62773
126.908,37.61977
126.9125,37.6199
126.9166,37.62414
126.9168,37.61719
126.9151,37.61899
126.9183,37.62132
126.9101,37.62358
126.9113,37.61645
126.9148,37.61545
126.9128,37.61638
126.9177,37.6215
126.9135,37.62918
126.9161,37.62112
126.9184,37.61788
126.9097,37.61883
126.9178,37.62567
126.9195,37.62014
126.9103,37.6256
126.9133,37.62801
126.9188,37.62812
126.9102,37.626
126.9091,37.62413
126.9125,37.6142
126.9132,37.6195
126.9748,37.57079
126.9738,37.57168
126.9723,37.57213
126.9738,37.57221
126.9726,37.57221
126.974,37.57114
126.9164,37.60617
126.9186,37.60676
126.915,37.59964
126.9194,37.60974
126.9096,37.60228
126.9101,37.60417
126.918,37.60653
126.9114,37.60491
126.9187,37.60285
126.9174,37.6037
126.9175,37.60638
126.9075,37.60491
126.9179,37.60752
126.9203,37.60507
126.9064,37.60406
126.9189,37.60955
126.9094,37.60278
126.9156,37.60569
126.9112,37.60735
126.9164,37.60115
126.9153,37.60137
126.9162,37.60244
126.9131,37.60457
126.9152,37.60511
126.9102,37.60547
126.9203,37.60647
126.9198,37.60456
126.9134,37.60319
126.9152,37.60529
126.9091,37.60455
126.915,37.60513
126.9182,37.60177
126.9155,37.60728
126.9114,37.6051
126.9146,37.60057
126.9159,37.60642
126.915,37.60717
126.9171,37.60666
126.9136,37.6047
126.9154,37.60201
126.9199,37.60969
126.9159,37.59984
126.917,37.59973
126.9085,37.60489
126.9165,37.60662
126.9119,37.60698
126.9129,37.60153
126.9168,37.60123
126.9208,37.60316
126.92,37.60453
126.9197,37.60066
126.9117,37.60415
126.9164,37.60082
126.9105,37.60501
126.9171,37.6012
126.9134,37.60305
126.9207,37.60775
126.9123,37.60371
126.9064,37.60349
126.9114,37.59348
126.9098,37.5975
126.9126,37.59945
126.9078,37.59514
126.9037,37.59677
126.9138,37.59907
126.9131,37.59402
126.908,37.59198
126.9119,37.59304
126.906,37.59677
126.9082,37.59366
126.9112,37.59518
126.9056,37.59549
126.9092,37.59975
126.9024,37.59031
126.9026,37.58991
126.9116,37.59226
126.912,37.59959
126.9027,37.5998
126.9033,37.60292
126.909,37.59365
126.9053,37.60156
126.9032,37.59102
126.9036,37.59061
126.9028,37.60184
126.9131,37.60051
126.905,37.59025
126.9103,37.59338
126.9122,37.59458
126.9114,37.58944
126.904,37.60195
126.9111,37.59373
126.9022,37.60057
126.9055,37.6023
126.9103,37.5896
126.9095,37.59523
126.901,37.60167
126.9099,37.59898
126.9082,37.59469
126.9152,37.59865
126.9049,37.59542
126.9121,37.59158
126.9016,37.60289
126.9084,37.59151
126.9037,37.59431
126.9056,37.60199
126.9085,37.58969
126.9039,37.59843
126.9068,37.59752
126.9039,37.60073
126.9059,37.59311
126.9078,37.59903
126.9046,37.58955
126.9147,37.59708
126.9048,37.59265
126.9075,37.59544
126.9043,37.58994
126.9014,37.59835
126.9018,37.59107
126.9071,37.59028
126.9092,37.591
126.9105,37.59798
126.9071,37.59852
126.9043,37.59486
126.9022,37.59491
126.9093,37.60164
126.9055,37.59585
126.9116,37.59485
126.9066,37.59679
126.9127,37.59717
126.9039,37.59445
126.9027,37.60103
126.9117,37.59669
126.9111,37.59645
126.9033,37.58913
126.9065,37.60059
126.9135,37.60074
126.9046,37.59742
126.9035,37.60041
126.9002,37.59284
126.9061,37.59372
126.8997,37.59089
126.9046,37.59259
126.9071,37.59851
126.9083,37.60095
126.911,37.59093
126.9019,37.59688
126.9118,37.59177
126.9131,37.60041
126.9108,37.59663
126.9119,37.59144
126.9145,37.59718
126.91,37.59409
126.9069,37.589
126.9109,37.59939
126.91,37.601
126.9026,37.59988
126.9026,37.60163
126.9074,37.59292
126.9048,37.59122
126.9025,37.59974
126.9043,37.60078
126.9053,37.59834
126.9128,37.59512
126.9124,37.59102
126.9034,37.60123
126.9059,37.59953
126.9138,37.59461
126.902,37.59077
126.9129,37.59795
126.9012,37.59718
126.9013,37.5987
126.9071,37.58915
126.9042,37.59211
126.9085,37.59298
126.9044,37.59854
126.9099,37.59925
126.9085,37.60107
126.9066,37.5993
126.9014,37.59286
126.9034,37.60049
126.902,37.59165
126.9135,37.5913
126.9111,37.59478
126.9098,37.59554
126.9125,37.59959
126.9112,37.59444
126.9031,37.59238
126.9087,37.5947
126.9112,37.59634
126.9132,37.59977
126.9018,37.59498
126.9135,37.59513
126.9017,37.58937
126.9042,37.59077
126.8997,37.59064
126.9139,37.59512
126.9031,37.60172
126.9021,37.58929
126.9117,37.59111
126.9121,37.59662
126.9041,37.60291
126.9923,37.59063
126.9915,37.58931
126.9949,37.58553
126.9953,37.58912
126.9963,37.58671
126.9929,37.58799
126.9939,37.58627
126.9942,37.59018
126.9968,37.58483
126.9952,37.58824
126.9903,37.59075
127.0847,37.59362
127.0891,37.60809
127.0902,37.59617
127.0872,37.59696
127.0813,37.59593
127.0851,37.59307
127.0831,37.59305
127.0911,37.60007
127.0946,37.59898
127.0878,37.59487
127.0879,37.59421
127.0845,37.59465
127.0889,37.60791
127.0896,37.59966
127.0808,37.5936
127.091,37.59603
127.0939,37.60327
127.0867,37.59365
127.0859,37.59329
127.0907,37.60147
127.0876,37.60812
127.0884,37.60869
127.0865,37.59675
127.0874,37.59731
127.0806,37.59437
127.0934,37.60036
127.0737,37.59187
127.0899,37.60168
127.0752,37.59291
127.0911,37.60703
127.0879,37.59473
127.0809,37.59196
127.0866,37.59996
127.0886,37.59337
127.0833,37.59373
127.0808,37.59362
127.0903,37.6043
127.0813,37.59205
127.0749,37.59305
127.0896,37.60107
127.0802,37.59222
127.0924,37.59533
127.0907,37.5946
127.083,37.59824
127.0888,37.59659
127.0919,37.59783
127.0883,37.59998
127.083,37.59589
127.0864,37.59847
127.0903,37.59801
127.093,37.60154
127.0857,37.59273
127.0933,37.60031
127.084,37.59236
127.0932,37.60512
127.0887,37.60337
127.0907,37.60239
127.0882,37.59392
127.077,37.59367
127.0861,37.59545
127.0882,37.5995
127.0869,37.60422
127.085,37.59302
127.0881,37.59827
127.0904,37.59509
127.0901,37.60525
127.0871,37.60456
127.0934,37.60052
127.0901,37.59609
127.0871,37.60097
127.0882,37.60164
127.0869,37.5936
127.0875,37.60867
127.0803,37.59264
127.0864,37.59825
127.0874,37.60801
127.0821,37.59307
127.0856,37.59871
127.044,37.623
127.0406,37.62989
127.0356,37.62454
127.0368,37.63351
127.0398,37.62554
127.034,37.62404
127.0461,37.62618
127.0369,37.62299
127.0329,37.6412
127.0474,37.62572
127.0354,37.62445
127.0357,37.62456
127.0454,37.62079
127.0369,37.63416
127.0319,37.63879
127.0342,37.63076
127.0388,37.61911
127.0367,37.62755
127.0399,37.61851
127.0332,37.63328
127.0342,37.63076
127.0316,37.63036
127.0395,37.61958
127.0353,37.62281
127.0331,37.63933
127.044,37.62297
127.033,37.63089
127.034,37.63046
127.031,37.63613
127.0408,37.62427
127.0388,37.61763
127.0394,37.61604
127.0343,37.63181
127.0337,37.63074
127.0351,37.63248
127.0444,37.62682
127.0304,37.63761
127.0446,37.6278
127.0291,37.6385
127.0444,37.61998
127.0371,37.62037
127.0364,37.62715
127.0331,37.62527
127.0355,37.63099
127.0291,37.64032
127.033,37.63407
127.0318,37.63789
127.0386,37.61943
127.0365,37.62672
127.0258,37.63636
127.0395,37.63078
127.0337,37.62916
127.0442,37.62149
127.0317,37.63752
127.0373,37.61943
127.0306,37.63612
127.0466,37.62458
127.0381,37.63138
127.038,37.62217
127.0355,37.62994
127.0329,37.63685
127.0337,37.63839
127.0393,37.61649
127.029,37.6395
127.036,37.62842
127.0316,37.63682
127.044,37.62045
127.0315,37.63847
127.0384,37.62308
127.0327,37.62782
127.042,37.62573
127.0421,37.62683
127.0248,37.63683
127.034,37.63083
127.0381,37.63059
127.0462,37.62518
127.0436,37.62075
127.038,37.62702
127.0361,37.63103
127.0405,37.62298
127.0379,37.62888
127.0466,37.62491
127.0433,37.62064
127.039,37.63216
127.0345,37.63524
127.0373,37.62718
127.0327,37.63227
127.0416,37.62277
127.0295,37.63745
127.0348,37.62521
127.0426,37.62848
127.0481,37.62544
127.0354,37.62131
127.0311,37.64184
127.0413,37.62528
127.0456,37.62275
127.0357,37.6341
127.0351,37.62458
127.0456,37.62168
127.1063,37.47661
127.0975,37.47218
127.0945,37.47471
127.106,37.48158
127.1001,37.47656
127.1031,37.47951
127.1049,37.47374
127.1106,37.47706
127.0934,37.47725
127.1026,37.47519
127.0952,37.47574
127.112,37.47861
127.108,37.47598
127.0989,37.47389
126.9846,37.57397
126.9838,37.57469
126.9848,37.57538
126.9852,37.57233
126.9845,37.57303
126.9838,37.57398
126.9841,37.57259
126.9852,37.57508
126.9847,37.5747
126.9841,37.57401
126.9784,37.56947
126.9796,37.56957
126.979,37.56916
126.9791,37.56986
126.9794,37.56966
126.9815,37.56987
126.9829,37.56935
127.0109,37.57311
127.0104,37.5772
127.0144,37.57688
127.0144,37.57771
127.0149,37.56997
127.0136,37.57636
127.009,37.5758
127.0135,37.57049
127.0101,37.57864
127.011,37.57457
127.0104,37.57979
127.0149,37.57038
127.0119,37.58033
127.0161,37.57034
127.0144,37.57744
127.0112,37.57346
127.0163,37.57073
127.0122,37.57202
127.0123,37.58089
127.0094,37.57419
127.0117,37.57431
127.0182,37.57099
127.0094,37.57672
127.013,37.57389
127.0129,37.57764
127.0157,37.57397
127.0147,37.57011
127.011,37.57408
127.0115,37.57062
127.0152,37.57598
127.014,37.57991
127.0106,37.57403
127.0145,37.5751
127.0157,37.57111
127.0118,37.56991
127.0153,37.57028
127.011,37.57052
127.0146,37.57985
127.0134,37.57618
127.0122,37.57988
127.013,37.57944
127.0129,37.57268
127.0107,37.5751
127.0099,37.57363
127.0139,37.57109
127.0111,37.57138
127.0101,37.57512
127.0135,37.57284
127.0095,37.57907
127.0136,37.5813
127.0095,37.57337
127.0114,37.57093
127.009,37.57477
127.0147,37.5702
127.0103,37.57076
127.0091,37.57352
127.0121,37.57226
127.0142,37.57611
127.011,37.57131
127.0113,37.57097
127.0132,37.57051
127.0118,37.58007
127.0146,37.57159
127.0136,37.57494
127.0135,37.57842
127.0108,37.5773
127.015,37.57181
127.0133,37.58092
127.0138,37.57722
127.0171,37.5711
127.0143,37.58115
127.0138,37.57792
127.0147,37.57661
127.0115,37.57757
127.0092,37.57881
127.0119,37.57992
127.01,37.57201
127.01,37.58002
127.0098,37.575
127.0126,37.57277
127.0122,37.57044
127.0127,37.57509
127.0124,37.57964
127.0108,37.57915
127.0148,37.5712
127.0152,37.57435
127.0132,37.58014
127.0152,37.57707
127.0125,37.58052
127.0126,37.57955
127.0167,37.57056
127.0169,37.57009
127.0142,37.57569
127.0214,37.57468
127.0195,37.57302
127.0188,37.57491
127.0186,37.57237
127.0186,37.57594
127.0157,37.5792
127.0196,37.5743
127.0208,37.57756
127.0174,37.57689
127.0184,37.57263
127.0177,37.57939
127.0195,37.57313
127.0228,37.57694
127.017,37.57726
127.0165,37.57435
127.0172,37.57772
127.0176,37.57576
127.0173,37.57495
127.0164,37.57792
127.0154,37.57793
127.0209,37.576
127.0178,37.57634
127.02,37.57264
127.0199,37.57601
127.0171,37.57488
127.0154,37.58122
127.0208,37.57316
127.0206,37.57452
127.0161,37.58041
127.0215,37.57235
127.0203,37.57792
127.022,37.57683
127.0219,37.57576
127.0182,37.57509
127.0229,37.57664
127.0205,37.57722
127.0179,37.57516
127.0183,37.57552
127.0153,37.58197
127.0162,37.57811
127.0188,37.57614
127.0193,37.57375
127.0209,37.57464
127.0158,37.57439
127.0166,37.57683
127.0167,37.57347
127.0169,37.5764
127.017,37.57452
127.0206,37.57266
127.02,37.57271
127.0152,37.58135
127.023,37.5738
127.0202,37.57234
127.0159,37.57314
127.0199,37.57411
127.0206,37.57328
127.0184,37.57538
127.0164,37.57884
127.021,37.57382
127.0205,37.57325
127.0228,37.57491
127.0172,37.57239
127.0219,37.57359
127.0208,37.57309
127.017,37.57621
127.0017,37.56808
127.0025,37.5686
126.9905,37.56289
126.9925,37.56306
126.9914,37.56133
126.991,37.56228
126.9911,37.56139
126.9923,37.56186
126.9918,37.56239
126.9923,37.56311
126.9907,37.56156
126.9936,37.56236
126.9908,37.5619
126.9916,37.563
126.991,37.56302
126.9913,37.56262
126.9912,37.56184
126.9914,37.5708
126.9905,37.5729
126.9912,37.57091
126.9909,37.57132
126.9907,37.573
126.99,37.57261
126.9912,37.5715
126.9907,37.57216
126.9908,37.57254
126.9906,37.57095
126.9912,37.57285
126.9899,37.57254
127.0861,37.57085
127.0971,37.58283
127.0872,37.58837
127.0909,37.59092
127.0776,37.57713
127.0893,37.59157
127.0959,37.58728
127.0785,37.5853
127.0993,37.58429
127.0908,37.59357
127.0723,37.58763
127.0848,37.58324
127.0859,37.5837
127.0882,37.57384
127.0883,37.58497
127.0852,37.58217
127.0715,37.5894
127.0838,37.58786
127.0844,37.57966
127.0819,37.58672
127.0784,37.58187
127.0816,37.58747
127.0882,37.59193
127.0878,37.57692
127.0891,37.58629
127.0974,37.57884
127.0998,37.57673
127.0948,37.57845
127.1006,37.5851
127.0974,37.57924
127.0814,37.59133
127.0843,37.58967
127.0849,37.57509
127.0818,37.57972
127.0872,37.58202
127.0935,37.57086
127.0875,37.58461
127.0829,37.59162
127.0934,37.57333
127.0818,37.57974
127.0989,37.57471
127.0964,37.58373
127.0909,37.57281
127.0998,37.58163
127.0769,37.57835
127.0907,37.57874
127.1003,37.58642
127.0935,37.59076
127.091,37.58324
127.0795,37.58927
127.0963,37.58158
127.1025,37.58323
127.1008,37.58593
127.0769,37.57772
127.0835,37.58192
127.0877,37.59054
127.0957,37.57107
127.0793,37.58173
127.0907,37.58605
127.0912,37.58763
127.0994,37.58369
127.0918,37.58053
127.0894,37.59083
127.096,37.57475
127.1007,37.58296
127.0947,37.58063
127.0783,37.58791
127.1,37.57931
127.0875,37.57733
127.0944,37.58736
127.0785,37.59271
127.0825,37.57864
127.0822,37.58428
127.0863,37.58986
127.086,37.58234
127.076,37.58403
